,name,weight,height,species,moves,types,abilities,hp,attack,defense,special-attack,special-defense,speed
796,kartana,1,3,kartana,"guillotine, swords-dance, cut, razor-leaf, toxic, screech, double-team, rest, substitute, snore, protect, detect, giga-drain, endure, false-swipe, swagger, fury-cutter, sleep-talk, return, frustration, synthesis, hidden-power, brick-break, knock-off, air-cutter, aerial-ace, iron-defense, calm-mind, leaf-blade, tailwind, last-resort, night-slash, air-slash, x-scissor, vacuum-wave, giga-impact, psycho-cut, defog, round, sacred-sword, confide, solar-blade, laser-focus, smart-strike, steel-beam","grass, steel",beast-boost,59,181,131,59,31,109
797,guzzlord,8880,55,guzzlord,"mega-punch, stomp, mega-kick, body-slam, thrash, bite, flamethrower, hyper-beam, dragon-rage, earthquake, toxic, double-team, fire-blast, amnesia, rest, rock-slide, substitute, thief, snore, protect, sludge-bomb, outrage, endure, sleep-talk, return, frustration, iron-tail, hidden-power, crunch, stockpile, swallow, heat-wave, facade, brick-break, knock-off, rock-tomb, iron-defense, dragon-claw, shock-wave, hammer-arm, gyro-ball, payback, fling, wring-out, gastro-acid, last-resort, magnet-rise, poison-jab, dark-pulse, dragon-pulse, dragon-rush, drain-punch, giga-impact, shadow-claw, draco-meteor, iron-head, stone-edge, wide-guard, smack-down, sludge-wave, heavy-slam, round, bulldoze, dragon-tail, dual-chop, heat-crash, steamroller, snarl, belch, high-horsepower, brutal-swing, stomping-tantrum, body-press, steel-roller, lash-out, corrosive-gas","dark, dragon",beast-boost,223,101,53,97,53,43
798,necrozma,2300,24,necrozma,"swords-dance, hyper-beam, solar-beam, thunder-wave, earthquake, toxic, confusion, psychic, double-team, light-screen, reflect, rest, rock-slide, slash, substitute, thief, snore, protect, scary-face, outrage, endure, swagger, sleep-talk, return, frustration, metal-claw, morning-sun, moonlight, hidden-power, future-sight, heat-wave, facade, recycle, brick-break, knock-off, imprison, hyper-voice, rock-tomb, cosmic-power, signal-beam, aerial-ace, iron-defense, calm-mind, dragon-dance, rock-blast, shock-wave, gravity, gyro-ball, embargo, fling, wring-out, magnet-rise, rock-polish, dark-pulse, night-slash, x-scissor, dragon-pulse, power-gem, earth-power, giga-impact, shadow-claw, psycho-cut, mirror-shot, flash-cannon, trick-room, iron-head, stone-edge, stealth-rock, charge-beam, psyshock, autotomize, telekinesis, round, stored-power, ally-switch, bulldoze, confide, smart-strike, brutal-swing, psychic-fangs, prismatic-laser, photon-geyser, breaking-swipe, expanding-force, meteor-beam",psychic,prism-armor,97,107,101,127,89,79
799,magearna,805,10,magearna,"body-slam, take-down, sonic-boom, ice-beam, psybeam, aurora-beam, hyper-beam, solar-beam, thunderbolt, thunder-wave, psychic, agility, double-team, confuse-ray, defense-curl, light-screen, reflect, self-destruct, swift, explosion, rest, tri-attack, substitute, mind-reader, snore, protect, spikes, zap-cannon, lock-on, endure, rollout, false-swipe, swagger, sleep-talk, heal-bell, return, frustration, pain-split, baton-pass, encore, hidden-power, sunny-day, shadow-ball, facade, helping-hand, trick, brick-break, skill-swap, imprison, signal-beam, iron-defense, calm-mind, shock-wave, gravity, gyro-ball, embargo, trump-card, lucky-chant, power-swap, guard-swap, last-resort, heart-swap, magnet-rise, aura-sphere, focus-blast, energy-ball, giga-impact, zen-headbutt, mirror-shot, flash-cannon, trick-room, iron-head, grass-knot, charge-beam, psyshock, heavy-slam, synchronoise, electro-ball, after-you, round, echoed-voice, stored-power, shift-gear, volt-switch, electroweb, disarming-voice, draining-kiss, crafty-shield, misty-terrain, play-rough, confide, eerie-impulse, magnetic-flux, dazzling-gleam, gear-up, speed-swap, fleur-cannon, steel-beam, steel-roller, misty-explosion, tera-blast, ice-spinner, snowscape","steel, fairy",soul-heart,80,95,115,130,115,65
800,marshadow,222,7,marshadow,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, jump-kick, rolling-kick, hyper-beam, low-kick, counter, toxic, agility, double-team, swift, rest, rock-slide, substitute, thief, snore, reversal, protect, outrage, endure, false-swipe, swagger, sleep-talk, return, frustration, pursuit, hidden-power, psych-up, shadow-ball, will-o-wisp, facade, focus-punch, role-play, superpower, revenge, brick-break, knock-off, endeavor, snatch, blaze-kick, rock-tomb, shadow-punch, bulk-up, bounce, calm-mind, feint, close-combat, payback, assurance, fling, copycat, last-resort, sucker-punch, force-palm, aura-sphere, poison-jab, drain-punch, focus-blast, giga-impact, shadow-claw, shadow-sneak, zen-headbutt, iron-head, stone-edge, grass-knot, smack-down, low-sweep, foul-play, round, echoed-voice, hex, acrobatics, work-up, phantom-force, confide, laser-focus, throat-chop, spectral-thief, skitter-smack, poltergeist, coaching","fighting, ghost",technician,90,125,80,90,90,125
801,poipole,18,6,poipole,"fury-attack, pin-missile, growl, acid, peck, toxic, rest, substitute, snore, protect, sludge-bomb, endure, charm, sleep-talk, return, frustration, iron-tail, hidden-power, uproar, facade, helping-hand, snatch, signal-beam, covet, gastro-acid, toxic-spikes, poison-jab, dragon-pulse, nasty-plot, gunk-shot, venoshock, sludge-wave, round, echoed-voice, fell-stinger, confide, venom-drench",poison,beast-boost,67,73,67,73,67,73
802,naganadel,1500,36,naganadel,"fly, fury-attack, pin-missile, growl, acid, flamethrower, hyper-beam, peck, thunderbolt, toxic, double-team, fire-blast, swift, leech-life, sky-attack, rest, substitute, thief, snore, protect, sludge-bomb, spikes, outrage, endure, charm, sleep-talk, return, frustration, iron-tail, hidden-power, uproar, heat-wave, facade, helping-hand, snatch, air-cutter, signal-beam, aerial-ace, dragon-claw, dragon-dance, shock-wave, tailwind, u-turn, assurance, gastro-acid, toxic-spikes, poison-jab, dark-pulse, air-slash, x-scissor, dragon-pulse, dragon-rush, giga-impact, nasty-plot, shadow-claw, draco-meteor, cross-poison, gunk-shot, venoshock, sludge-wave, round, echoed-voice, ally-switch, hex, sky-drop, acrobatics, dragon-tail, snarl, fell-stinger, confide, venom-drench, laser-focus, throat-chop, smart-strike, breaking-swipe, scale-shot, dual-wingbeat","poison, dragon",beast-boost,73,73,73,127,73,121
803,stakataka,8200,55,stakataka,"bind, stomp, mega-kick, tackle, body-slam, take-down, double-edge, rock-throw, earthquake, toxic, harden, light-screen, reflect, bide, rest, rock-slide, substitute, snore, protect, sandstorm, endure, sleep-talk, return, frustration, safeguard, hidden-power, facade, role-play, superpower, magic-coat, recycle, skill-swap, rock-tomb, iron-defense, block, rock-blast, gravity, gyro-ball, magnet-rise, rock-polish, giga-impact, zen-headbutt, flash-cannon, trick-room, iron-head, stone-edge, stealth-rock, wide-guard, wonder-room, autotomize, telekinesis, magic-room, smack-down, heavy-slam, round, ally-switch, bulldoze, heat-crash, infestation, high-horsepower, brutal-swing, stomping-tantrum, body-press, steel-beam, steel-roller, meteor-beam","rock, steel",beast-boost,61,131,211,53,101,13
804,blacephalon,130,18,blacephalon,"fire-punch, ember, flamethrower, hyper-beam, solar-beam, fire-spin, toxic, psychic, hypnosis, night-shade, double-team, confuse-ray, light-screen, self-destruct, fire-blast, explosion, rest, substitute, thief, snore, spite, protect, endure, swagger, sleep-talk, return, frustration, pain-split, encore, hidden-power, sunny-day, shadow-ball, uproar, heat-wave, torment, will-o-wisp, facade, taunt, trick, magic-coat, recycle, knock-off, astonish, overheat, calm-mind, rock-blast, payback, fling, last-resort, dark-pulse, shadow-claw, zen-headbutt, psyshock, smack-down, flame-burst, flame-charge, foul-play, after-you, round, stored-power, incinerate, quash, confide, mystical-fire, mind-blown, expanding-force","fire, ghost",beast-boost,53,127,53,151,79,107
805,zeraora,445,15,zeraora,"mega-punch, pay-day, fire-punch, thunder-punch, scratch, mega-kick, hyper-beam, low-kick, thunderbolt, thunder-wave, thunder, toxic, agility, quick-attack, double-team, swift, fury-swipes, rest, slash, substitute, snore, reversal, protect, scary-face, outrage, endure, false-swipe, spark, sleep-talk, return, frustration, iron-tail, hidden-power, fake-out, facade, focus-punch, charge, taunt, helping-hand, superpower, revenge, brick-break, knock-off, endeavor, snatch, blaze-kick, aerial-ace, bulk-up, bounce, calm-mind, shock-wave, close-combat, assurance, fling, aura-sphere, drain-punch, focus-blast, giga-impact, discharge, grass-knot, hone-claws, electro-ball, low-sweep, round, echoed-voice, quick-guard, acrobatics, volt-switch, work-up, electroweb, wild-charge, dual-chop, snarl, play-rough, confide, electric-terrain, power-up-punch, laser-focus, throat-chop, brutal-swing, plasma-fists, rising-voltage, coaching",electric,volt-absorb,88,112,75,102,80,143
806,meltan,80,2,meltan,"headbutt, tail-whip, thunder-shock, thunderbolt, thunder-wave, toxic, harden, acid-armor, rest, substitute, snore, protect, endure, sleep-talk, facade, iron-defense, gyro-ball, flash-cannon, round, steel-beam",steel,magnet-pull,46,65,65,55,35,34
807,melmetal,8000,25,melmetal,"mega-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, tail-whip, ice-beam, hyper-beam, solar-beam, thunder-shock, thunderbolt, thunder-wave, thunder, earthquake, toxic, harden, self-destruct, acid-armor, rest, rock-slide, substitute, snore, protect, endure, sleep-talk, dynamic-punch, facade, superpower, brick-break, rock-tomb, iron-defense, gyro-ball, giga-impact, flash-cannon, discharge, iron-head, heavy-slam, round, electric-terrain, darkest-lariat, high-horsepower, brutal-swing, double-iron-bash, body-press, steel-beam, steel-roller",steel,iron-fist,135,143,143,80,65,34
808,grookey,50,3,grookey,"mega-punch, scratch, swords-dance, slam, mega-kick, body-slam, take-down, growl, low-kick, strength, leech-seed, growth, razor-leaf, solar-beam, screech, focus-energy, swift, rest, substitute, thief, snore, protect, giga-drain, endure, false-swipe, attract, sleep-talk, sunny-day, fake-out, uproar, facade, nature-power, taunt, knock-off, endeavor, bullet-seed, magical-leaf, hammer-arm, u-turn, assurance, fling, worry-seed, seed-bomb, drain-punch, energy-ball, leaf-storm, grass-knot, wood-hammer, round, acrobatics, grass-pledge, work-up, grassy-terrain, solar-blade, branch-poke, grassy-glide, tera-blast, trailblaze",grass,"overgrow, grassy-surge",50,65,50,40,40,65
809,thwackey,140,7,thwackey,"mega-punch, scratch, swords-dance, slam, mega-kick, body-slam, take-down, growl, low-kick, razor-leaf, solar-beam, screech, focus-energy, swift, rest, substitute, thief, snore, protect, scary-face, giga-drain, endure, false-swipe, attract, sleep-talk, sunny-day, uproar, facade, taunt, knock-off, endeavor, bullet-seed, magical-leaf, u-turn, assurance, fling, seed-bomb, drain-punch, energy-ball, leaf-storm, grass-knot, wood-hammer, double-hit, round, acrobatics, grass-pledge, work-up, grassy-terrain, solar-blade, branch-poke, grassy-glide, tera-blast, trailblaze",grass,"overgrow, grassy-surge",70,85,70,55,60,80
810,rillaboom,900,21,rillaboom,"mega-punch, scratch, swords-dance, slam, mega-kick, body-slam, take-down, growl, hyper-beam, low-kick, razor-leaf, solar-beam, earthquake, screech, focus-energy, swift, rest, substitute, thief, snore, protect, scary-face, giga-drain, endure, false-swipe, attract, sleep-talk, sunny-day, uproar, facade, focus-punch, taunt, superpower, brick-break, knock-off, endeavor, hyper-voice, bullet-seed, frenzy-plant, bulk-up, mud-shot, magical-leaf, u-turn, assurance, fling, seed-bomb, drain-punch, focus-blast, energy-ball, earth-power, giga-impact, leaf-storm, grass-knot, wood-hammer, double-hit, low-sweep, round, acrobatics, grass-pledge, bulldoze, work-up, snarl, noble-roar, grassy-terrain, boomburst, darkest-lariat, high-horsepower, solar-blade, brutal-swing, stomping-tantrum, body-press, drum-beating, branch-poke, grassy-glide, tera-blast, trailblaze",grass,"overgrow, grassy-surge",100,125,90,60,70,85
811,scorbunny,45,3,scorbunny,"double-kick, mega-kick, sand-attack, headbutt, tackle, take-down, double-edge, growl, ember, flamethrower, low-kick, counter, fire-spin, agility, quick-attack, focus-energy, fire-blast, swift, high-jump-kick, rest, super-fang, substitute, snore, reversal, protect, endure, attract, sleep-talk, baton-pass, sunny-day, heat-wave, facade, taunt, helping-hand, blaze-kick, overheat, bounce, mud-shot, u-turn, assurance, sucker-punch, flare-blitz, fire-fang, gunk-shot, electro-ball, flame-charge, low-sweep, round, ally-switch, acrobatics, fire-pledge, work-up, burning-jealousy, tera-blast, trailblaze",fire,"blaze, libero",50,71,40,40,40,69
812,raboot,90,6,raboot,"swords-dance, double-kick, mega-kick, headbutt, tackle, take-down, double-edge, growl, ember, flamethrower, low-kick, counter, fire-spin, agility, quick-attack, focus-energy, fire-blast, swift, rest, super-fang, substitute, snore, reversal, protect, endure, attract, sleep-talk, baton-pass, sunny-day, heat-wave, facade, taunt, helping-hand, blaze-kick, weather-ball, overheat, bulk-up, bounce, mud-shot, u-turn, assurance, flare-blitz, fire-fang, gunk-shot, electro-ball, flame-charge, low-sweep, round, ally-switch, acrobatics, fire-pledge, work-up, burning-jealousy, tera-blast, trailblaze",fire,"blaze, libero",65,86,60,55,60,94
813,cinderace,330,14,cinderace,"fire-punch, swords-dance, double-kick, mega-kick, headbutt, tackle, take-down, double-edge, growl, ember, flamethrower, hyper-beam, low-kick, counter, fire-spin, agility, quick-attack, focus-energy, fire-blast, swift, rest, super-fang, substitute, snore, reversal, protect, mud-slap, endure, attract, sleep-talk, baton-pass, sunny-day, shadow-ball, heat-wave, will-o-wisp, facade, taunt, helping-hand, revenge, blaze-kick, blast-burn, weather-ball, overheat, bulk-up, bounce, mud-shot, feint, u-turn, assurance, fling, flare-blitz, focus-blast, giga-impact, fire-fang, zen-headbutt, gunk-shot, iron-head, smack-down, electro-ball, flame-charge, low-sweep, round, ally-switch, acrobatics, fire-pledge, work-up, snarl, court-change, pyro-ball, burning-jealousy, coaching, scorching-sands, tera-blast, trailblaze",fire,"blaze, libero",80,116,75,65,75,119
814,sobble,40,3,sobble,"pound, bind, take-down, growl, mist, water-gun, hydro-pump, surf, double-team, light-screen, haze, reflect, waterfall, swift, rest, substitute, snore, protect, endure, attract, sleep-talk, safeguard, baton-pass, rain-dance, whirlpool, facade, dive, weather-ball, muddy-water, bounce, mud-shot, water-pulse, u-turn, sucker-punch, aqua-ring, ice-shard, aqua-jet, soak, round, water-pledge, work-up, fell-stinger, liquidation, tearful-look, tera-blast, chilling-water",water,"torrent, sniper",50,40,40,70,40,70
815,drizzile,115,7,drizzile,"pound, bind, take-down, growl, water-gun, hydro-pump, surf, light-screen, haze, reflect, waterfall, swift, rest, substitute, snore, protect, endure, attract, sleep-talk, safeguard, baton-pass, rain-dance, whirlpool, facade, dive, weather-ball, muddy-water, bounce, mud-shot, water-pulse, u-turn, fling, sucker-punch, soak, round, water-pledge, work-up, liquidation, tearful-look, tera-blast, chilling-water",water,"torrent, sniper",65,60,55,95,55,90
816,inteleon,452,19,inteleon,"pound, swords-dance, bind, take-down, growl, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, agility, light-screen, haze, reflect, focus-energy, metronome, waterfall, swift, rest, substitute, snore, protect, icy-wind, endure, attract, sleep-talk, safeguard, baton-pass, rain-dance, shadow-ball, whirlpool, facade, taunt, dive, hydro-cannon, weather-ball, air-cutter, muddy-water, icicle-spear, bounce, mud-shot, water-pulse, u-turn, fling, sucker-punch, dark-pulse, air-slash, vacuum-wave, giga-impact, smack-down, soak, round, scald, acrobatics, water-pledge, work-up, liquidation, tearful-look, snipe-shot, breaking-swipe, scale-shot, flip-turn, tera-blast, snowscape, chilling-water",water,"torrent, sniper",70,85,65,125,65,120
817,skwovet,25,3,skwovet,"tackle, body-slam, take-down, tail-whip, bite, counter, dig, defense-curl, amnesia, rest, super-fang, substitute, thief, snore, protect, belly-drum, mud-slap, endure, rollout, attract, sleep-talk, iron-tail, crunch, uproar, stockpile, spit-up, swallow, facade, hyper-voice, bullet-seed, mud-shot, gyro-ball, payback, assurance, fling, last-resort, seed-bomb, round, tail-slap, belch, brutal-swing, stuff-cheeks, tera-blast, trailblaze",normal,"cheek-pouch, gluttony",70,55,55,35,35,25
818,greedent,60,6,greedent,"swords-dance, tackle, body-slam, take-down, tail-whip, bite, hyper-beam, counter, earthquake, dig, amnesia, rest, super-fang, substitute, thief, snore, protect, mud-slap, endure, attract, sleep-talk, iron-tail, rain-dance, sunny-day, crunch, uproar, stockpile, spit-up, swallow, facade, superpower, knock-off, hyper-voice, bullet-seed, mud-shot, covet, gyro-ball, payback, assurance, fling, seed-bomb, giga-impact, thunder-fang, ice-fang, fire-fang, round, bulldoze, wild-charge, tail-slap, belch, high-horsepower, brutal-swing, psychic-fangs, stomping-tantrum, stuff-cheeks, body-press, tera-blast",normal,"cheek-pouch, gluttony",120,95,95,55,75,20
819,rookidee,18,2,rookidee,"fly, sand-attack, fury-attack, take-down, leer, peck, drill-peck, agility, focus-energy, swift, sky-attack, rest, substitute, thief, snore, reversal, spite, protect, scary-face, endure, swagger, attract, sleep-talk, rock-smash, facade, taunt, revenge, fake-tears, air-cutter, aerial-ace, roost, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, nasty-plot, defog, hone-claws, round, retaliate, work-up, power-trip, dual-wingbeat, tera-blast",flying,"keen-eye, unnerve, big-pecks",38,47,35,33,35,57
820,corvisquire,160,8,corvisquire,"fly, fury-attack, take-down, leer, peck, drill-peck, agility, focus-energy, swift, rest, substitute, thief, snore, reversal, spite, protect, scary-face, endure, swagger, attract, sleep-talk, sunny-day, facade, taunt, revenge, fake-tears, air-cutter, aerial-ace, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, nasty-plot, hone-claws, round, retaliate, work-up, hurricane, power-trip, dual-wingbeat, tera-blast",flying,"keen-eye, unnerve, big-pecks",68,67,55,43,55,77
821,corviknight,750,22,corviknight,"fly, fury-attack, body-slam, take-down, leer, hyper-beam, peck, drill-peck, agility, screech, light-screen, reflect, focus-energy, swift, rest, substitute, thief, snore, reversal, spite, protect, scary-face, endure, swagger, steel-wing, attract, sleep-talk, metal-claw, rain-dance, sunny-day, facade, taunt, revenge, fake-tears, air-cutter, metal-sound, aerial-ace, iron-defense, bulk-up, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, giga-impact, nasty-plot, flash-cannon, iron-head, hone-claws, heavy-slam, round, retaliate, work-up, hurricane, power-trip, body-press, steel-beam, dual-wingbeat, tera-blast","flying, steel","pressure, unnerve, mirror-armor",98,87,105,53,85,67
822,blipbug,80,4,blipbug,"supersonic, recover, struggle-bug, sticky-web, infestation",bug,"swarm, compound-eyes, telepathy",25,20,20,25,45,45
823,dottler,195,4,dottler,"solar-beam, confusion, psychic, light-screen, reflect, leech-life, rest, substitute, snore, protect, endure, attract, sleep-talk, safeguard, shadow-ball, future-sight, facade, helping-hand, trick, skill-swap, imprison, iron-defense, calm-mind, payback, power-swap, guard-swap, bug-buzz, energy-ball, zen-headbutt, trick-room, wonder-room, psyshock, magic-room, round, stored-power, ally-switch, struggle-bug, psychic-terrain, body-press, expanding-force","bug, psychic","swarm, compound-eyes, telepathy",50,35,80,50,90,30
824,orbeetle,408,4,orbeetle,"psybeam, hyper-beam, solar-beam, confusion, psychic, hypnosis, agility, confuse-ray, light-screen, reflect, leech-life, rest, substitute, snore, protect, giga-drain, endure, attract, sleep-talk, safeguard, baton-pass, mirror-coat, shadow-ball, future-sight, facade, helping-hand, trick, magic-coat, skill-swap, imprison, iron-defense, calm-mind, u-turn, payback, power-swap, guard-swap, bug-buzz, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, wonder-room, psyshock, magic-room, after-you, round, stored-power, ally-switch, struggle-bug, psychic-terrain, body-press, expanding-force","bug, psychic","swarm, frisk, telepathy",60,45,110,80,120,90
825,nickit,89,6,nickit,"tail-whip, dig, agility, quick-attack, screech, swift, rest, substitute, thief, snore, protect, endure, attract, sleep-talk, baton-pass, beat-up, torment, facade, taunt, knock-off, fake-tears, howl, mud-shot, assurance, sucker-punch, night-slash, nasty-plot, hone-claws, foul-play, round, quick-guard, tail-slap, snarl, play-rough, lash-out",dark,"run-away, unburden, stakeout",40,28,28,47,52,50
826,thievul,199,12,thievul,"tail-whip, hyper-beam, dig, psychic, agility, quick-attack, screech, swift, rest, substitute, thief, snore, protect, endure, attract, sleep-talk, baton-pass, crunch, shadow-ball, beat-up, facade, taunt, fake-tears, mud-shot, u-turn, assurance, sucker-punch, dark-pulse, night-slash, giga-impact, nasty-plot, shadow-claw, thunder-fang, ice-fang, fire-fang, grass-knot, hone-claws, foul-play, round, acrobatics, tail-slap, snarl, parting-shot, play-rough, burning-jealousy, lash-out",dark,"run-away, unburden, stakeout",70,58,58,87,92,90
827,gossifleur,22,4,gossifleur,"sing, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, light-screen, rest, substitute, snore, protect, giga-drain, endure, charm, attract, sleep-talk, rapid-spin, sweet-scent, synthesis, sunny-day, facade, helping-hand, hyper-voice, aromatherapy, bullet-seed, magical-leaf, worry-seed, energy-ball, leaf-storm, grass-knot, round, leaf-tornado, grassy-terrain, leafage, pollen-puff, grassy-glide",grass,"cotton-down, regenerator, effect-spore",40,40,60,40,60,10
828,eldegoss,25,5,eldegoss,"sing, hyper-beam, razor-leaf, solar-beam, light-screen, rest, substitute, snore, cotton-spore, protect, giga-drain, endure, charm, attract, sleep-talk, rapid-spin, sweet-scent, synthesis, sunny-day, facade, helping-hand, hyper-voice, weather-ball, aromatherapy, bullet-seed, magical-leaf, seed-bomb, energy-ball, giga-impact, leaf-storm, grass-knot, round, leaf-tornado, cotton-guard, grassy-terrain, leafage, pollen-puff, grassy-glide",grass,"cotton-down, regenerator, effect-spore",60,50,90,80,120,60
829,wooloo,60,6,wooloo,"stomp, double-kick, headbutt, tackle, take-down, double-edge, growl, counter, thunder-wave, agility, defense-curl, rest, substitute, snore, reversal, protect, endure, swagger, attract, sleep-talk, facade, payback, copycat, guard-swap, guard-split, electro-ball, round, wild-charge, cotton-guard, grassy-glide",normal,"fluffy, run-away, bulletproof",42,40,55,40,45,48
830,dubwool,430,13,dubwool,"swords-dance, double-kick, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, hyper-beam, thunder-wave, agility, defense-curl, rest, substitute, snore, reversal, protect, endure, attract, sleep-talk, baton-pass, facade, bounce, payback, copycat, guard-swap, last-resort, giga-impact, zen-headbutt, guard-split, electro-ball, round, retaliate, wild-charge, cotton-guard, body-press, grassy-glide",normal,"fluffy, steadfast, bulletproof",72,80,100,60,90,88
831,chewtle,85,3,chewtle,"headbutt, tackle, body-slam, take-down, bite, water-gun, hydro-pump, surf, counter, waterfall, skull-bash, rest, substitute, snore, protect, scary-face, endure, false-swipe, attract, sleep-talk, rain-dance, crunch, whirlpool, facade, revenge, dive, mud-shot, water-pulse, payback, assurance, gastro-acid, poison-jab, ice-fang, round, shell-smash, dragon-tail, stomping-tantrum, liquidation, jaw-lock, scale-shot, skitter-smack, tera-blast, chilling-water",water,"strong-jaw, shell-armor, swift-swim",50,64,50,38,38,44
832,drednaw,1155,10,drednaw,"swords-dance, headbutt, tackle, body-slam, take-down, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, counter, earthquake, dig, waterfall, rest, rock-slide, super-fang, substitute, snore, protect, scary-face, sandstorm, endure, false-swipe, attract, sleep-talk, megahorn, iron-tail, rain-dance, crunch, whirlpool, facade, superpower, revenge, dive, rock-tomb, sand-tomb, muddy-water, iron-defense, mud-shot, rock-blast, water-pulse, payback, assurance, rock-polish, poison-jab, earth-power, giga-impact, ice-fang, stone-edge, stealth-rock, head-smash, round, scald, bulldoze, razor-shell, high-horsepower, throat-chop, smart-strike, stomping-tantrum, liquidation, jaw-lock, body-press, scale-shot, meteor-beam, skitter-smack, tera-blast, ice-spinner, chilling-water","water, rock","strong-jaw, shell-armor, swift-swim",90,115,90,48,68,74
833,yamper,135,3,yamper,"sand-attack, tackle, double-edge, tail-whip, bite, roar, thunderbolt, thunder-wave, thunder, dig, swift, rest, substitute, snore, protect, endure, charm, spark, attract, sleep-talk, crunch, uproar, facade, charge, helping-hand, howl, thunder-fang, fire-fang, discharge, electro-ball, flame-charge, round, volt-switch, wild-charge, snarl, play-rough, nuzzle, rising-voltage",electric,"ball-fetch, rattled",59,45,50,40,50,26
834,boltund,340,10,boltund,"tackle, tail-whip, bite, roar, hyper-beam, thunderbolt, thunder-wave, thunder, dig, agility, focus-energy, swift, rest, substitute, snore, protect, endure, charm, spark, attract, sleep-talk, crunch, uproar, facade, charge, helping-hand, hyper-voice, bulk-up, giga-impact, thunder-fang, fire-fang, electro-ball, round, volt-switch, wild-charge, snarl, electrify, play-rough, eerie-impulse, electric-terrain, nuzzle, psychic-fangs, rising-voltage",electric,"strong-jaw, competitive",69,90,60,90,60,121
835,rolycoly,120,3,rolycoly,"tackle, body-slam, take-down, dig, smokescreen, reflect, self-destruct, explosion, rest, rock-slide, substitute, snore, protect, mud-slap, spikes, sandstorm, endure, attract, sleep-talk, rapid-spin, ancient-power, will-o-wisp, facade, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gyro-ball, rock-polish, power-gem, iron-head, stone-edge, stealth-rock, smack-down, round, incinerate, bulldoze, heat-crash, meteor-beam, tera-blast",rock,"steam-engine, heatproof, flash-fire",30,40,50,40,50,30
836,carkol,780,11,carkol,"tackle, body-slam, take-down, flamethrower, fire-spin, dig, smokescreen, reflect, self-destruct, fire-blast, rest, rock-slide, substitute, snore, protect, mud-slap, spikes, sandstorm, endure, attract, sleep-talk, rapid-spin, sunny-day, ancient-power, heat-wave, will-o-wisp, facade, overheat, rock-tomb, sand-tomb, iron-defense, rock-blast, gyro-ball, flare-blitz, rock-polish, power-gem, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, flame-charge, round, scald, incinerate, bulldoze, heat-crash, high-horsepower, burn-up, body-press, meteor-beam, scorching-sands, tera-blast","rock, fire","steam-engine, flame-body, flash-fire",80,60,90,60,70,50
837,coalossal,3105,28,coalossal,"mega-punch, fire-punch, mega-kick, tackle, body-slam, take-down, flamethrower, hyper-beam, solar-beam, fire-spin, earthquake, dig, smokescreen, reflect, self-destruct, fire-blast, rest, rock-slide, substitute, snore, protect, spikes, sandstorm, endure, attract, sleep-talk, rapid-spin, sunny-day, ancient-power, heat-wave, will-o-wisp, facade, overheat, rock-tomb, sand-tomb, iron-defense, rock-blast, gyro-ball, flare-blitz, rock-polish, power-gem, earth-power, giga-impact, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, flame-charge, round, scald, incinerate, bulldoze, heat-crash, high-horsepower, burn-up, tar-shot, body-press, meteor-beam, scorching-sands, tera-blast","rock, fire","steam-engine, flame-body, flash-fire",110,80,120,80,90,30
838,applin,5,2,applin,"withdraw, defense-curl, rollout, attract, recycle, astonish, sucker-punch, draco-meteor, grassy-glide, tera-blast, pounce","grass, dragon","ripen, gluttony, bulletproof",40,40,80,40,40,20
839,flapple,10,3,flapple,"wing-attack, fly, take-down, hyper-beam, leech-seed, growth, solar-beam, withdraw, focus-energy, rest, substitute, snore, protect, scary-face, outrage, giga-drain, endure, attract, sleep-talk, dragon-breath, twister, sunny-day, facade, recycle, astonish, bullet-seed, aerial-ace, iron-defense, magical-leaf, dragon-dance, u-turn, seed-bomb, air-slash, dragon-pulse, dragon-rush, energy-ball, giga-impact, draco-meteor, leaf-storm, grass-knot, heavy-slam, acid-spray, round, acrobatics, grassy-terrain, grav-apple, grassy-glide, dual-wingbeat, tera-blast, pounce, trailblaze","grass, dragon","ripen, gluttony, hustle",70,110,80,95,60,70
